claim_id,date_of_submission,date_of_decision,date_of_payout,amount_of_payout,suspicion_of_fraud
262704,2017-12-17,2018-01-22,2018-01-26,43798,not suspected of fraud
523687,2015-08-20,2015-09-02,2015-09-08,217118,fraud suspected
830182,2016-12-22,2017-01-18,2017-01-19,70918,not suspected of fraud
599676,2017-06-07,2017-06-14,2017-06-15,122545,not suspected of fraud
209185,2012-04-21,2012-06-04,2012-06-11,267434,not suspected of fraud
222799,2011-01-18,2011-01-30,2011-01-31,15107,not suspected of fraud
708850,2017-07-10,2017-07-21,2017-07-28,314282,not suspected of fraud
352796,2016-11-07,2016-11-09,2016-11-12,166675,not suspected of fraud
371046,2020-01-02,2020-02-19,2020-02-23,137766,not suspected of fraud
837864,2017-03-08,2017-03-09,2017-03-18,176869,not suspected of fraud
647273,2019-07-04,2019-08-24,2019-09-05,93258,not suspected of fraud
970203,2013-04-29,2013-06-09,2013-06-22,177690,not suspected of fraud
346680,2020-12-19,2021-02-09,2021-02-10,155123,not suspected of fraud
673095,2011-01-16,2011-02-14,2011-02-23,52980,fraud suspected
156960,2012-08-05,2012-09-28,2012-09-30,40515,not suspected of fraud
649469,2014-01-12,2014-01-22,2014-01-28,307883,not suspected of fraud
815014,2011-10-15,2011-10-19,2011-10-25,417606,not suspected of fraud
694148,2019-06-07,2019-06-24,2019-07-01,176008,not suspected of fraud
436190,2010-08-18,2010-09-06,2010-09-07,326137,not suspected of fraud
777463,2019-08-16,2019-09-19,2019-09-27,130211,not suspected of fraud
875264,2012-07-02,2012-07-29,2012-08-06,140704,not suspected of fraud
722620,2018-08-18,2018-08-31,2018-09-06,188991,not suspected of fraud
482114,2014-04-17,2014-05-11,2014-05-23,160818,not suspected of fraud
119651,2013-07-18,2013-08-15,2013-08-22,377031,not suspected of fraud
602425,2016-05-02,2016-06-09,2016-06-23,98356,not suspected of fraud
109065,2020-06-25,2020-07-21,2020-07-25,122458,not suspected of fraud
482136,2010-10-24,2010-12-13,2010-12-19,336726,not suspected of fraud
218100,2013-03-30,2013-05-28,2013-06-11,122352,not suspected of fraud
856350,2019-04-20,2019-05-05,2019-05-07,31840,not suspected of fraud
454037,2021-01-04,2021-02-16,2021-02-18,130231,not suspected of fraud
686207,2012-08-02,2012-09-18,2012-10-01,52386,not suspected of fraud
566618,2017-07-27,2017-09-03,2017-09-10,64431,not suspected of fraud
359785,2019-09-05,2019-10-23,2019-10-30,231784,not suspected of fraud
630550,2016-06-04,2016-07-11,2016-07-22,158247,not suspected of fraud
634383,2011-06-01,2011-07-02,2011-07-04,208372,fraud suspected
253741,2021-04-03,2021-05-20,2021-05-31,218904,not suspected of fraud
615251,2020-02-11,2020-02-17,2020-02-24,89590,not suspected of fraud
537620,2011-01-31,2011-02-10,2011-02-11,222064,not suspected of fraud
491790,2013-05-29,2013-07-25,2013-08-02,81810,not suspected of fraud
261739,2017-10-07,2017-11-24,2017-12-01,394461,not suspected of fraud
993560,2011-12-08,2012-01-31,2012-02-03,51758,not suspected of fraud
359247,2018-01-05,2018-02-21,2018-03-03,101696,not suspected of fraud
767072,2018-02-12,2018-03-28,2018-04-09,54941,not suspected of fraud
323703,2018-12-27,2019-01-30,2019-02-09,139718,not suspected of fraud
114268,2015-09-07,2015-09-22,2015-09-25,67320,not suspected of fraud
